,Business Name,Funded
412,"Blue Lake Power, LLC",5378717.0
8634,NRG Energy Center Eagles LLC,5378040.0
8157,"Pacific Canyon Windfarm, LLC",5338964.0
3297,"Anchor Wind, LLC.",5310862.0
1281,RE McKenzie 2 LLC,5286380.0
1283,RE McKenzie 4 LLC,5286380.0
876,"GLC-(CA) SDCCD, LLC",5285776.0
6761,The Prudential Insurance Company of America,5282145.0
47,Amonix UASTP Solar Power Generation Station 1 LLC,5276414.0
5083,F. H. Stoltze Land & Lumber Co,5272615.0
1163,NRG Solar Community 1 LLC,5259649.0
6340,NRG Lease Co LLC,5251522.0
311,"Solar Star Arizona II, LLC",5201729.0
4154,Southern Sky Renewable Energy LLC,5193351.0
9993,"FCPC Renewable Generation, LLC",5178221.0
5547,"Avidan Energy Solutions, L.L.C.",5137786.0
3392,Cassia Wind Farm LLC,5123426.0
276,RF BESD Development Corporation,5122582.0
6276,"Munich Reinsurance America, Inc.",5086590.0
6836,Vivint Solar Liberty Master Tenant,5057709.0
7506,"Pro's Choice Beauty Care, Inc.",5055626.0
4648,"Fremont Community Digester, LLC",5052296.0
958,IKEA Property Inc.,4990932.0
432,"Biofuels Point Loma, LLC",4980000.0
6287,"Nautilus Solar Funding II, LLC",4962280.0
2008,"MSP Master Tenant I, LLC",4955660.0
332,"SunPower SolarProgram I, LLC",4941510.0
871,"GLC-(CA) Edwards AFB, LLC",4909927.0
8188,"Mahoning Creek Hydroelectric Company, LLC",4904216.0
6022,Hudson Solar Project 2 LLC,4878096.0
1963,"Kiowa Energy 23, LLC",4873906.0
4908,Rolla Renewable Energy Company LLC,4870422.0
429,Adobe Systems Incorporated,4860000.0
6919,Bostonia-White Sands Solar Project I LLC,4849312.0
1485,"Sunwheel Master Tenant, LLC",4841690.0
5903,"FRIT Solar, Inc",4830914.0
4910,Union Electric Company DBA Ameren Missouri,4805387.0
3021,Keahole Solar Power LLC,4790529.0
214,"Macy's, Inc.",4777891.0
5152,Chadbourn Farm LLC,4759013.0
9774,CCAP/NCF Master Tenant,4710000.0
6972,"Dixie Binary, LLC",4682217.0
4394,NRG Solar Arrowhead LLC,4680000.0
1124,"MSP Master Tenant II, LLC",4673015.0
6294,"Nautilus Solar WPU, LLC",4613973.0
286,Salt River Solar & Wind LLC,4610031.0
2155,SunRun Pacific Solar LLC,4601804.0
417,Roseburg Forest Products Co.,4578744.0
6953,Sunrise NM Bogle,4524140.0
9611,"USVI Solar I, LLC",4518042.0
8144,JC-Biomethane LLC,4503061.0
541,"Adelanto Solar II, LLC",4495503.0
4453,Washington Gas Energy Services,4477740.0
346,"Tech Park Solar, LLC",4464795.0
2067,RFC DCSD LLC,4421122.0
9221,Natural Energy Group,4410000.0
5235,Railroad Farm LLC,4407873.0
1455,"SunE GLT Ironwood Solar, LLC",4403655.0
1861,"Denver Airport Solar, LLC",4391093.0
7765,"Celina Solar Project #1, LLC",4375711.0
1136,National Bank of Arizona,4373780.0
3933,"Holyoke Solar, LLC",4373570.0
8066,"Mound Solar Master Tenant V, LLC",4313932.0
8166,"Ward Butte Windfarm, LLC",4304774.0
7030,"Sierra Solar I, LLC",4272527.0
4046,NRG Lease Co LLC,4266312.0
5232,Progress Solar I LLC,4262185.0
8673,"Pocono International Raceway, Inc.",4257682.0
8190,Safe Harbor Water Power Corporation,4241788.0
1454,"SunE GLT Chuckawalla Solar, LLC",4240109.0
1287,"RE Rio Grande, LLC",4225004.0
8745,"Snyder's of Hanover, Mfg., Inc.",4212422.0
3304,"Crystal Lake Wind II, LLC",4195533.0
139,"Equipment Leasing Services, LLC",4181049.0
5138,Ararat Rock Solar LLC,4178255.0
4066,Pelleverde Capital Formerly Solar Energy Solutions LLC,4166780.0
4135,"Solar Energy Leasing, LLC (CEG)",4157375.0
4187,"Syncarpha Bolton, LLC",4141976.0
1271,RE Dillard 2 LLC,4136400.0
1272,RE Dillard 3 LLC,4136400.0
1270,RE Dillard 1 LLC,4136400.0
3711,"433 Purchase Solar NG, LLC",4135667.0
6845,"W.W. Grainger, Inc.",4132101.0
598,ASD Solar LP,4119202.0
6123,"Kimco Realty Services, Inc.",4098456.0
8111,"SunWay 3, LLC",4096387.0
6140,Lackland Energy LLC,4093283.0
3767,"BCC Solar Energy Advantage, Inc.",4075557.0
5718,"Cornerstone Power Vineland I, LLC",4055611.0
3122,"SR Lease Co II, LLC",4041315.0
6566,"SEDC Jersey Gardens Master Tenant, LLC",4039152.0
446,"RP1 Fuel Cell LLC (a wholly owned subsidiary of UTS BioEnergy, LLC)",4026253.0
9641,"BAL Solar Portfolio I, LLC",4026248.0
347,Technology Credit Corporation,4022003.0
5173,Fuquay Farm LLC,4015600.0
8405,GlaxoSmithKline ,4011709.0
4341,"Eiger Lease Co, LLC",4005135.0
4476,"ORPC Maine, LLC",4004324.0
8076,"PGPV, LLC",4002222.0
156,"Gato Montes Solar, LLC (f/k/a AstroSol Tech Park AZ LLC)",3998545.0
1178,OL Elk Grove Trust,3967989.0
2660,Regenesis Power LLC,3963407.0
9640,"AllEarth Services, LLC",3960873.0
2081,"RSBF JEFFCO I, LLC",3954705.0
1158,NRG Lease Co LLC,3899348.0
5775,"Dome-Tech, Inc.",3876844.0
5234,Progress Solar III LLC,3836785.0
7008,"Enel Stillwater, LLC",3834196.0
5233,Progress Solar II LLC,3826150.0
6723,"SunRun Solar Tenant III, LLC",3825617.0
5195,"Lenoir Farm, LLC",3823734.0
619,Bankers Commercial Corporation ,3819606.0
5273,Wilson Farm 1 LLC,3818785.0
4414,"SC Lease Co, LLC",3801690.0
3969,Leicester One MA Solar LLC,3769832.0
5194,"Lenoir Farm 2, LLC",3760279.0
319,SPP P-IV Construction LLC,3740534.0
2918,2ndSource.net Corporation DBA Technology Credit Inc.,3700823.0
5682,"Cleanlight Energy, LLC",3696822.0
363,"USB SolarCity Master Tenant 2009, LLC",3687871.0
6529,Sabert Corporation,3658541.0
5217,"New Bern Farm, LLC",3626772.0
6731,"Syncarpha Alethea I, LLC",3623084.0
3609,"Agrilectric Power Partners, LP",3610290.0
5246,"Sigmon Catawba Farm, LLC",3609289.0
5144,Belwood Farm LLC,3594253.0
6109,KDC Solar Middlesex 3 LLC,3584603.0
5901,Frenchtown Solar II LLC,3582805.0
5209,"Mile Farm, LLC",3575101.0
5240,"Roxboro Farm, LLC",3574990.0
2086,"RV CSU Power, LLC",3563040.0
5900,Frenchtown Solar I LLC,3562982.0
9721,BioFuels Washington LLC,3551112.0
5160,"Daniel Farm, LLC",3550157.0
9050,South Carolina Electric and Gas Company,3542844.0
1457,SunE Irvine LLC,3519267.0
838,First Northern Bank,3506962.0
7704,Napoleon Biogas LLC,3504206.0
9644,"Chittenden County Solar Partners, LLC",3504061.0
4035,Nextsun Energy Littleton LLC,3496266.0
7023,NRG Solar Las Vegas MB 1 LLC,3488534.0
6291,"Nautilus Solar Medford BOE, LLC",3483724.0
3793,"BWC Stillwater River, LLC",3479059.0
300,SMT Investors Limited Partnership,3478055.0
2265,GRE 314 East Lyme LLC,3476250.0
2152,"SunPower SolarProgram I, LLC",3435238.0
5275,"Yanceyville Farm, LLC",3432282.0
3655,"Uptown Solar - New Orleans, LLC",3429549.0
6271,"Mound Solar Master Tenant V, LLC",3415939.0
1509,The Fifth Third Leasing Company,3406185.0
1090,"Metlife Capital, Limited Partnership ",3397043.0
9809,Epic Systems Corporation,3393955.0
2153,"SunPower SolarProgram II, LLC",3390012.0
5838,Enxco Development Corporation,3388170.0
4347,FNBC Leasing Corp,3379451.0
1077,"Master Tenant 2008-A, LLC",3364152.0
4427,"Solar Energy Leasing, LLC (CEG)",3355068.0
5272,White Cross Farm LLC,3351468.0
9056,"BioEnergy Technologies of Berkeley County, LLC",3348122.0
1415,"Solar Tax Partners 2, LLC",3346338.0
5202,"Marshville Farm, LLC",3344364.0
5213,Moorings Farm LLC,3344364.0
5212,"Moore Solar Farm, LLC",3344196.0
5184,Haynes Farm LLC,3343194.0
144,First Solar Inc,3342676.0
420,ABEC Bidart-Old River LLC,3330205.0
6301,New Jersey American Water Company,3327414.0
6059,Jayne LLC,3321896.0
4279,"No Fossil Fuel, LLC",3321287.0
9027,"Synagro Woonsocket, LLC",3300312.0
1487,"Surf Solar Enterprises, Inc.",3297257.0
5122,"Duke Energy Progress, Inc.",3296505.0
7702,"Zotos International, Inc.",3289631.0
4056,"OSG Solar I, LLC",3279745.0
5767,"Dietz & Watson, Inc.",3273858.0
3124,Sunetric Capital LLC,3247684.0
4450,"USB SolarCity Master Tenant IV, LLC",3233724.0
8146,"Butter Creek Power, LLC",3216739.0
9544,Richmond Energy LLC,3167184.0
6079,JNBC Associates LLC,3156833.0
5224,Oakboro Farm LLC,3139006.0
9610,Spanish Town Estate Solar 1 LLC,3100304.0
9781,Swauk Wind LLC,3092313.0
1303,ReGen America Inc.,3086764.0
5688,"CODE Green Solar, LLC",3081938.0
4882,GL Wind LLC,3072933.0
885,"GLT SC1 Solar, LLC",3069574.0
1091,"MFP CO II, LLC",3064291.0
4123,SH Solarne2 LLC,3059521.0
5088,Turnbull Hydro LLC,3053100.0
9999,"Cashton Greens Wind Farm, LLC",3052253.0
212,Lot 59 LLC,3045450.0
1499,Technology Credit Corporation,3033344.0
4219,"Uxbridge Solar, LLC",3031776.0
418,"Shasta Renewable Resources, LLC",3025398.0
8470,Hudson Solar Project 2 LLC,3002325.0
6394,Pearson Education Inc.,2996987.0
4023,"Mound Solar Master Tenant V, LLC",2996334.0
6361,Opex Corporation,2971648.0
2461,Multitrade Telogia LLC,2962718.0
2793,"Energy Developments, Inc",2942099.0
138,Energy Asset Holdings LLC,2940390.0
3853,EBZ Solar LLC,2917929.0
1883,Enfinity Colorado DHA 1 LLC,2916671.0
7021,Nevada Solar One LLC,2905996.0
4243,"Westford Solar Holdings, LLC",2901695.0
850,"Fresh Air Energy I, LLC",2896393.0
604,Augustine Energy Corporation,2884265.0
2007,MP2-DLL Solar Trust,2874270.0
3890,"GLC-(MA) Easthampton, LLC",2869617.0
2966,"Eiger Lease Co, LLC",2866193.0
3431,Rochelle Energy Center,2861145.0
5717,"Cornerstone Power Holdel, LLC",2860115.0
869,"GLC-(CA) Aqua SD, LLC",2857006.0
303,"Solar Energy Leasing, LLC",2833913.0
5220,"North Carolina Solar I Lessee, LLC",2833877.0
4131,SLX Project 1170 LLC,2817654.0
5761,DF Technical  Services,2796823.0
4038,North Brookfield Solar LLC,2789781.0
4130,"SLX Project 1070, LLC",2789554.0
81,"Blue Renewable Energy, LLC",2776605.0
5814,"Eiger Lease Co, LLC",2773141.0
6791,"Trap Rock Industries, Inc.",2770785.0
8530,"Knouse Foods Cooperative, Inc.",2764084.0
6106,KDC Solar G Glass LLC,2761898.0
6102,KDC Solar ACF LLC,2755454.0
1470,"Sunray Energy, Inc.",2754833.0
2513,"CF Gainesville Owner One, LLC & Green Energy Development Archer, LLC",2738584.0
6925,Eubank Landfill Solar Array LLC,2738049.0
5390,"180 Raritan Energy Solutions, LLC",2731025.0
6532,"Saint Peter's Solar Energy Solutions, Inc",2728212.0
3470,Rockford Solar Partners LLC,2726460.0
2787,Interstate Paper LLC,2724452.0
2381,AstraZeneca Pharmaceuticals LP,2713491.0
6631,"Solar Star New Jersey VI, LLC",2712308.0
1727,Garnet Energy Corporation,2711969.0
2177,"USB SolarCity Master Tenant IV, LLC",2710798.0
9680,"SunGen Sharon 1, LLC",2710377.0
4384,"Mound Solar Master Tenant V, LLC",2702813.0
5512,Ampere Solar Master Tenant I LLC,2694852.0
7858,"SoCore Solar 203 Ohio, LLC",2692766.0
6518,"RTC Properties, Inc",2681646.0
4454,"Washington Gas Energy Systems, Inc.",2677611.0
111,"Crescent Crown Distributing, LLC",2671989.0
734,Courtside Cellars LLC,2666586.0
5543,Augusta Solar Farm LLC,2665968.0
839,"Five Crowns, Inc",2665725.0
4126,Shrewsbury Solar LLC,2657684.0
5584,"Bihler of America, Inc.",2649150.0
3770,Berkley East Solar LLC,2631686.0
5965,GS Hudson Solar LLC,2627589.0
7925,"Central Ohio BioEnergy, LLC",2618371.0
6988,Farr Ranch LLC,2598600.0
4895,"Uilk Wind Farm, LLC",2589901.0
1502,"Temescal Canyon RV, LLC",2589459.0
3866,"Fall River Innovation Solar, LLC",2586852.0
9039,Lockhart Power Company,2586297.0
1616,"WVCP Solar 1,2,6, LLC",2582629.0
2040,"PNC Energy Capital, LLC",2579543.0
2304,"Solaire Development, LLC",2578717.0
2151,"SunPower Residential I, LLC",2578555.0
9543,Prince William Energy LLC,2571204.0
6429,"PNC Energy Capital, LLC",2569673.0
1207,"Paramount Citrus Ventures, LLC",2558394.0
9648,"CRL Solar, LLC",2557706.0
9313,"Ameresco, Inc.",2551766.0
4327,"Constellation Solar Maryland, LLC",2540117.0
5708,"Constellation Solar New Jersey, LLC",2537027.0
4036,NFM Solar Power LLC,2530325.0
9479,Suzlon Project VIII LLC,2524553.0
7706,Smart Papers Holdings LLC,2523754.0
6161,Lebanon Solar LLC,2522511.0
9994,Grande Cheese Company,2518468.0
4151,"South Street Solar, LLC",2517252.0
9709,Cosmo Specialty Fibers,2513786.0
7776,CZ Solar LLC,2511070.0
4076,"PPS Berkshire, LLC",2509006.0
8279,Buckman's Inc,2508630.0
9469,Lubbock Wind LLC,2508373.0
158,"Gilbert Solar Facility I, LLC",2505195.0
4118,"Scituate Solar I, LLC",2501905.0
4242,"Westford Solar Holdings II, LLC",2498426.0
3725,Adams Farm Solar LLC,2477331.0
3892,GLC-(MA) Taunton LLC,2476138.0
5383,12 Applegate Solar LLC,2475261.0
3938,Hunt Farm Solar LLC,2468870.0
400,"Solid DMHS ESCO, Inc.",2462227.0
1311,"RE-VFO, LLC",2460905.0
252,"Pacific Energy Capital 1, LLC",2459368.0
3915,Groveland Solar LLC,2452416.0
1639,"Areva Solar, Inc",2448732.0
477,Miramar Energy LLC,2448622.0
7933,Zanesville Energy LLC,2448076.0
3313,"GWE, LLC",2443243.0
453,US Bank National Association,2435972.0
447,San Jose Arena Management LLC,2429925.0
6045,"ISH Solar Mouth, LLC",2423089.0
6437,"PPL Renewable Energy, LLC",2421738.0
9411,"Pacific Energy Capital 1, LLC",2412034.0
2148,"SunE Solar VIII, LLC",2405672.0
5312,Bluestem LLC,2400060.0
6107,KDC Solar GRQ LLC FKA KDC Solar Project 11 LLC,2397582.0
6289,"Nautilus Solar Hazlet BOE, LLC",2393288.0
7057,Synergy Biogas LLC,2372406.0
6513,Roosevelt Paper Company,2366818.0
2478,"6th Street Solar Energy Park of Gainesville, LLC",2360818.0
6043,"ISH Solar Central, LLC",2358170.0
9788,"Clear Horizons Dane, LLC",2354459.0
3501,"GSG 7, LLC",2352007.0
2343,Optiwind Corp,2350083.0
5707,"Constellation Solar New Jersey, III",2345721.0
3839,Dartmouth II Solar LLC,2345707.0
1143,Newberry Solar 1 LLC,2342993.0
4273,Fairhaven Wind LLC,2330968.0
3792,"BWC Salmon Brook, LLC",2327965.0
443,"Paramount Citrus Ventures, LLC",2326728.0
4157,"SR Lease Co II, LLC",2323947.0
2886,"SDD Solar Project 2, LLC",2323262.0
442,"Paramount Citrus Packing Company, LLC",2313656.0
6632,"Solar Star TM2, LLC",2313586.0
3626,"HRI Solar Solutions, LLC",2309165.0
339,"SunRun Solar Tenant IV, LLC",2308803.0
5415,4 Applegate Solar LLC,2301970.0
4911,"Ameresco, Inc.",2300244.0
2997,"Hoku Solar Power I, LLC",2299097.0
3128,"SunPower SolarProgram II, LLC",2294888.0
6346,"NWL Transformers, Inc.",2292401.0
6558,"Sea Box, Inc",2287298.0
7832,"Oberlin Spear Point Solar One, LLC",2282876.0
4230,Vivint Solar Liberty Master Tenant,2253630.0
2157,"SunRun Solar Tenant III, LLC",2248475.0
1187,"Ore Master Tenant I, LLC",2245654.0
5762,DG Solar Ventures LLC,2240711.0
1617,"WVCP Solar 3, LLC",2239678.0
2942,BSE-DLL Solar Trust,2238775.0
5922,"Gemini Technologies Services, Inc",2238502.0
9792,GL Dairy Biogas LLC,2231830.0
9800,UW Oshkosh Foundation Rosendale Biodigester LLC,2228904.0
9815,"Veolia Energy Renewables, LLC",2219925.0
3121,SPS Solar VII LLC,2218574.0
5127,"MP Wayne, LLC",2216262.0
8169,"Furman Foods, Inc.",2204984.0
1785,Ampere Solar Master Tenant I LLC,2201754.0
7817,"Key Government Finance, Inc.",2199750.0
1408,Solar Energy Hub LLC,2196050.0
3838,Dartmouth Business Park Solar LLC,2194594.0
2910,MySolar V LLC,2187254.0
5410,350 Clark Solar NG LLC,2184818.0
6104,KDC Solar Bergen 1 LLC,2183981.0
2228,Algonquin Power Windsor Locks LLC,2180262.0
2463,Alliance Dairies,2175668.0
5278,"FLS Solar 50, LLC",2169922.0
6595,"Sherwood Industries, Inc",2158622.0
1219,"Perpetual DSJ, LLC",2158589.0
7788,First Solar Inc,2155284.0
4912,KCP&L Greater Missouri Operations,2150046.0
7457,"Mound Solar Master Tenant V, LLC",2149041.0
8165,"Wagon Trail, LLC",2144682.0
1142,New Resource Bank,2138112.0
5593,Blue Cork Inc.,2134071.0
6067,"JE Berkowitz, L.P.",2119500.0
1691,North State Rendering Co. Inc.,2117638.0
6970,"AMOR IX, LLC",2112178.0
8365,"Ecogy Pennsylvania Systems, LLC",2110739.0
6485,Renewvia Northport I LLC,2107296.0
2176,"USB SolarCity Master Tenant III, LLC",2100414.0
1723,"Foundation ST Master Tenant, LLC",2100000.0
886,"GLT SLO Solar, LLC",2095952.0
8429,"Hankin Solar, L.P.",2095308.0
3779,"Braley Road Solar 2, LLC",2088799.0
9528,"Wasatch View Solar, LLC",2085887.0
455,"UTS SJ-1, LLC. a wholly owned subsidiary of UTS BioEnergy, LLC",2085055.0
413,"Gills Onions, LLC",2083833.0
6945,"SEV NM Phase 2, LLC",2083824.0
1784,AMONIX SolarTAC 1 LLC,2079827.0
3073,"Ore Master Tenant I, LLC",2079088.0
9646,"Claire Solar Partners, LLC",2075720.0
7096,Albany Energy LLC,2073038.0
5231,"Plymouth Solar, LLC",2070969.0
4236,"Wareham MA 1, LLC",2069200.0
3803,"Carver MA 1, LLC",2069200.0
6460,"PV Home PPA1, LLC",2067334.0
1431,"SS San Antonio West, LLC",2064717.0
7861,"Sol Trans Holdings 1, LLC",2062767.0
7009,Enfinity Reno 1 NSW LLC,2061193.0
3061,"Mound Solar Master Tenant V, LLC",2057699.0
7456,Monolith Solar Associates LLC,2055751.0
9032,"Green Energy Solutions, Inc.",2044761.0
211,"Longhorn Energy, LLC",2035455.0
5485,"All Solar, LLC",2032386.0
662,Brookvale International LLC,2032342.0
7602,Technology Credit Corporation,2027017.0
4119,SE Solarne2 LLC,2023650.0
6652,"SPP Fund III Master Tenant, LLC",2020304.0
6597,Shiseido America Inc.,2011465.0
4415,SE Solar Trust V-C,2005016.0
3917,"Hadley Solar, LLC",2004921.0
2234,New Britain Renewable Energy LLC,2004716.0
2974,"Forest City Sustainable Resources Oahu, LLC",2003346.0
5228,PCSP3 Airport LLC,2002808.0
5107,"W.E. Partners I, LLC",1999079.0
3845,Douglas Solar LLC,1999030.0
6655,"SPS Project 1, LLC",1996270.0
6788,Torcon Energy Services,1996163.0
4074,"PNC Energy Capital, LLC",1995716.0
6354,"Ole Hansen & Sons, Inc",1994189.0
2824,"Dublin Solar I, LLC",1994014.0
6716,"SunPower SolarProgram I, LLC",1992549.0
715,City National Bank,1985607.0
7894,"Solar Advocate Development-Gahanna-A,LLC",1984830.0
2138,"SR Lease Co, LLC",1981753.0
6279,Murray Hill Solar LLC,1981053.0
3715,"651 Chase Solar NG, LLC",1978518.0
978,"ISH Solar CA, LLC",1976935.0
6717,"SunPower SolarProgram II, LLC",1970832.0
7565,"Solar Energy Leasing, LLC (CEG)",1970516.0
5566,"BC Solar, LLC",1967176.0
877,"GLC-(CA) Sierra, LLC",1966432.0
5111,"RES Ag - DM 4-3, LLC",1965591.0
266,"RaboSolar I, LLC",1964817.0
6314,Nexus Solar LLC,1961728.0
4399,"PNC Energy Capital, LLC",1957499.0
6715,"SunPower Residential I, LLC",1956977.0
5703,Connell East LLC,1954889.0
1994,"MFP Co I, LLC",1951672.0
5787,Dun-Rite Sand & Gravel Co.,1951170.0
3761,"Barre Wool Solar, LLC",1951141.0
1286,"RE Mohican, LLC",1945667.0
1578,Vivint Solar Liberty Master Tenant,1945453.0
3123,"SR Lease Co, LLC",1945074.0
919,"Hayworth-Fabian, LLC",1944960.0
10003,Charleston Clean Energy LLC,1944046.0
3604,"Scotty's Development Company, LLC",1935468.0
9796,"NEW Organic Digestion, LLC",1933931.0
3756,"Axio Green, LLC",1926196.0
4276,Kingston Wind Independence LLC,1925991.0
6344,NRG SunCap LLC,1924990.0
7945,The Lincoln Electric Company,1906036.0
9649,Cross Pollination Inc.,1903708.0
756,De Pue Warehouse Company Inc,1902463.0
6425,Plainfield One Solar LLC,1898820.0
6239,"Metlife Capital, Limited Partnership ",1896422.0
7094,"Rio3 SPV, Inc.",1893516.0
225,"Metlife Capital, Limited Partnership ",1891287.0
1304,Regenesis Power LLC,1889057.0
7055,"Matt Brewing Co., Inc.",1877460.0
7510,"Quality King Distributors, Inc.",1874250.0
6342,NRG Solar Ring LLC,1873576.0
4249,Whately Solar LLC,1859722.0
2481,Advanced Solar Photonics LLC,1856568.0
3842,DataComm Services LLC,1853528.0
9025,WR-TGC Solar Generation VI LLC,1847635.0
6926,FNBC Leasing Corp,1843380.0
1618,"WVCP Solar 4, LLC",1837466.0
549,"Agilent Technologies, Inc",1833577.0
3132,"SunRun Solar Tenant IV, LLC",1829829.0
7900,Springfield Solar LLC,1828132.0
4108,Route 57 Solar LLC,1827183.0
4158,"SR Lease Co, LLC",1827167.0
904,GreenVolts Inc.,1821087.0
1022,"Konoike-Pacific California, Inc.",1817666.0
1278,RE La Mesa LLC,1816013.0
3137,TE-DLL Solar Trust ,1811991.0
382,WF-SPWR I Solar Statutory TR,1811818.0
4241,Westborough Solar LLC,1810139.0
2293,NRG Lease Co LLC,1808684.0
3693,FloDesign Wind Turbine Corp.,1808552.0
822,Exploratorium Solar LLC,1803331.0
6085,Jordache Limited,1797872.0
9795,"Maple Leaf Dairy, Inc.",1795382.0
6019,"HP Orchard Solar, LLC",1795003.0
898,Granite Construction Company,1793163.0
873,"GLC-(CA) Madera, LLC",1791559.0
846,Fowler Packing Company,1782980.0
1501,TE-DLL Solar Trust,1781006.0
9,"Energy Developments, Inc",1777321.0
4659,"District 45 Dairy, LLP",1771883.0
3508,"Culver Duck Farms, Inc.",1766097.0
478,"Otay Landfill Gas, LLC",1765819.0
8153,Joseph Millworks Inc,1765287.0
629,Beacon Sun Ranch,1763600.0
4473,Great Lakes Hydro America LLC,1762794.0
5794,EAAP LLC,1762688.0
3138,TGUHI1 LLC,1759908.0
2468,"GES-Port Charlotte, LLC",1755944.0
8008,"Bellevue Solar, LLC",1754142.0
8123,"USB SolarCity Master Tenant IV, LLC",1753200.0
4188,"Syncarpha Stow, LLC",1750893.0
3729,Agawam Solar LLC,1750564.0
6963,"Washington Gas Energy Systems, Inc.",1746898.0
3177,AgriReNew,1745503.0
4275,Ipswich Wind Independence LLC,1742098.0
7707,FirstEnergy Solutions Corp,1741148.0
256,PESD Energy LLC,1740136.0
6281,MySolar VII LLC,1737148.0
6544,"SC Lease Co, LLC",1735573.0
5027,"SLHA Renewable Master Tenant, LLC",1734000.0
8101,SRI Investments LLC,1731684.0
1289,RE Santa Clara LLC,1727471.0
4042,"Northbridge Solar, LLC",1726203.0
3822,"Consolidated Edison Solutions, Inc.",1721102.0
5724,"Credit Suisse (USA), Inc.",1718821.0
6600,"Shore Point Solar, LLC",1712388.0
6408,"PhilCorr, LLC",1710501.0
6678,"Stockton Blue Sky Power, LLC",1708332.0
5221,"North Carolina Solar II Lessee, LLC",1704686.0
2975,"Forest City Sustainable Resources Pearl City, LLC",1701057.0
