,technology,plant_state,operating_year,nameplate_cap
617,Conventional Hydroelectric,ME,1983,16.0
618,Conventional Hydroelectric,ME,1984,9.0
619,Conventional Hydroelectric,ME,1985,24.1
620,Conventional Hydroelectric,ME,1986,14.8
621,Conventional Hydroelectric,ME,1987,31.700000000000003
622,Conventional Hydroelectric,ME,1988,27.400000000000002
623,Conventional Hydroelectric,ME,1989,38.699999999999996
624,Conventional Hydroelectric,ME,1990,28.4
625,Conventional Hydroelectric,ME,2004,1.0
626,Conventional Hydroelectric,ME,2008,3.0
627,Conventional Hydroelectric,ME,2009,2.7
628,Conventional Hydroelectric,ME,2011,1.4
629,Conventional Hydroelectric,ME,2013,6.3
630,Conventional Hydroelectric,MI,1901,1.1
631,Conventional Hydroelectric,MI,1905,3.9000000000000004
632,Conventional Hydroelectric,MI,1907,9.3
633,Conventional Hydroelectric,MI,1911,9.8
634,Conventional Hydroelectric,MI,1912,7.5
635,Conventional Hydroelectric,MI,1913,4.0
636,Conventional Hydroelectric,MI,1914,4.7
637,Conventional Hydroelectric,MI,1915,1.4
638,Conventional Hydroelectric,MI,1916,15.1
639,Conventional Hydroelectric,MI,1917,1.4
640,Conventional Hydroelectric,MI,1918,31.0
641,Conventional Hydroelectric,MI,1919,4.4
642,Conventional Hydroelectric,MI,1921,0.2
643,Conventional Hydroelectric,MI,1922,8.700000000000001
644,Conventional Hydroelectric,MI,1923,15.2
645,Conventional Hydroelectric,MI,1924,16.3
646,Conventional Hydroelectric,MI,1925,17.6
647,Conventional Hydroelectric,MI,1927,19.199999999999996
648,Conventional Hydroelectric,MI,1928,0.2
649,Conventional Hydroelectric,MI,1929,0.4
650,Conventional Hydroelectric,MI,1930,0.4
651,Conventional Hydroelectric,MI,1931,45.7
652,Conventional Hydroelectric,MI,1932,2.6
653,Conventional Hydroelectric,MI,1935,1.4
654,Conventional Hydroelectric,MI,1940,1.1
655,Conventional Hydroelectric,MI,1941,1.1
656,Conventional Hydroelectric,MI,1943,12.0
657,Conventional Hydroelectric,MI,1945,2.7
658,Conventional Hydroelectric,MI,1949,20.0
659,Conventional Hydroelectric,MI,1951,12.4
660,Conventional Hydroelectric,MI,1952,6.2
661,Conventional Hydroelectric,MI,1953,12.399999999999999
662,Conventional Hydroelectric,MI,1954,2.9
663,Conventional Hydroelectric,MI,1963,30.60000000000003
664,Conventional Hydroelectric,MI,1978,1.0
665,Conventional Hydroelectric,MI,1983,1.4
666,Conventional Hydroelectric,MI,1984,2.9
667,Conventional Hydroelectric,MI,1986,2.8
668,Conventional Hydroelectric,MI,1988,16.2
669,Conventional Hydroelectric,MI,1990,7.0
670,Conventional Hydroelectric,MI,1996,7.199999999999998
671,Conventional Hydroelectric,MI,2005,0.2
672,Conventional Hydroelectric,MN,1906,0.8
673,Conventional Hydroelectric,MN,1907,39.0
674,Conventional Hydroelectric,MN,1913,1.2
675,Conventional Hydroelectric,MN,1914,11.8
676,Conventional Hydroelectric,MN,1915,0.6
677,Conventional Hydroelectric,MN,1917,2.8000000000000003
678,Conventional Hydroelectric,MN,1919,12.4
679,Conventional Hydroelectric,MN,1920,2.0
680,Conventional Hydroelectric,MN,1922,2.4000000000000004
681,Conventional Hydroelectric,MN,1923,5.8999999999999995
682,Conventional Hydroelectric,MN,1924,33.2
683,Conventional Hydroelectric,MN,1925,12.0
684,Conventional Hydroelectric,MN,1927,0.5
685,Conventional Hydroelectric,MN,1929,1.6
686,Conventional Hydroelectric,MN,1932,0.2
687,Conventional Hydroelectric,MN,1936,1.1
688,Conventional Hydroelectric,MN,1940,0.8999999999999999
689,Conventional Hydroelectric,MN,1943,1.9
690,Conventional Hydroelectric,MN,1946,11.0
691,Conventional Hydroelectric,MN,1949,12.0
692,Conventional Hydroelectric,MN,1950,1.8
693,Conventional Hydroelectric,MN,1954,5.6
694,Conventional Hydroelectric,MN,1955,8.1
695,Conventional Hydroelectric,MN,1979,1.2
696,Conventional Hydroelectric,MN,1980,2.8
697,Conventional Hydroelectric,MN,1984,9.4
698,Conventional Hydroelectric,MN,1985,9.299999999999999
699,Conventional Hydroelectric,MN,1986,0.8
700,Conventional Hydroelectric,MN,1988,8.5
701,Conventional Hydroelectric,MN,1992,4.4
702,Conventional Hydroelectric,MN,2011,9.599999999999998
703,Conventional Hydroelectric,MN,2013,0.5
704,Conventional Hydroelectric,MO,1930,3.0
705,Conventional Hydroelectric,MO,1931,181.0
706,Conventional Hydroelectric,MO,1953,43.0
707,Conventional Hydroelectric,MO,1959,100.0
708,Conventional Hydroelectric,MO,1961,100.0
709,Conventional Hydroelectric,MO,1973,52.0
710,Conventional Hydroelectric,MO,1984,27.0
711,Conventional Hydroelectric,MT,1906,6.6000000000000005
712,Conventional Hydroelectric,MT,1908,2.2
713,Conventional Hydroelectric,MT,1910,0.7
714,Conventional Hydroelectric,MT,1911,11.2
715,Conventional Hydroelectric,MT,1915,109.69999999999999
716,Conventional Hydroelectric,MT,1916,30.2
717,Conventional Hydroelectric,MT,1917,14.0
718,Conventional Hydroelectric,MT,1918,38.4
719,Conventional Hydroelectric,MT,1925,12.0
720,Conventional Hydroelectric,MT,1927,25.7
721,Conventional Hydroelectric,MT,1928,1.7
722,Conventional Hydroelectric,MT,1930,63.0
723,Conventional Hydroelectric,MT,1938,70.6
724,Conventional Hydroelectric,MT,1943,43.5
725,Conventional Hydroelectric,MT,1948,18.3
726,Conventional Hydroelectric,MT,1949,50.4
727,Conventional Hydroelectric,MT,1951,43.5
728,Conventional Hydroelectric,MT,1952,214.0
729,Conventional Hydroelectric,MT,1953,230.6
730,Conventional Hydroelectric,MT,1954,119.79999999999998
731,Conventional Hydroelectric,MT,1958,60.4
732,Conventional Hydroelectric,MT,1959,341.70000000000005
733,Conventional Hydroelectric,MT,1960,113.8
734,Conventional Hydroelectric,MT,1961,80.0
735,Conventional Hydroelectric,MT,1966,268.8
736,Conventional Hydroelectric,MT,1975,210.0
737,Conventional Hydroelectric,MT,1976,210.0
738,Conventional Hydroelectric,MT,1977,114.0
739,Conventional Hydroelectric,MT,1984,105.0
740,Conventional Hydroelectric,MT,1985,2.0
741,Conventional Hydroelectric,MT,1989,9.7
742,Conventional Hydroelectric,MT,2004,7.5
743,Conventional Hydroelectric,MT,2011,13.0
744,Conventional Hydroelectric,MT,2013,61.0
745,Conventional Hydroelectric,NC,1912,24.6
746,Conventional Hydroelectric,NC,1915,25.799999999999997
747,Conventional Hydroelectric,NC,1917,78.4
748,Conventional Hydroelectric,NC,1919,48.400000000000006
749,Conventional Hydroelectric,NC,1920,5.0
750,Conventional Hydroelectric,NC,1922,9.0
751,Conventional Hydroelectric,NC,1923,60.0
752,Conventional Hydroelectric,NC,1924,31.599999999999998
753,Conventional Hydroelectric,NC,1925,26.5
754,Conventional Hydroelectric,NC,1927,36.6
755,Conventional Hydroelectric,NC,1928,143.0
756,Conventional Hydroelectric,NC,1930,108.0
757,Conventional Hydroelectric,NC,1934,1.8
758,Conventional Hydroelectric,NC,1940,70.6
759,Conventional Hydroelectric,NC,1941,22.1
760,Conventional Hydroelectric,NC,1942,43.2
761,Conventional Hydroelectric,NC,1943,0.6
762,Conventional Hydroelectric,NC,1945,173.7
763,Conventional Hydroelectric,NC,1949,32.5
764,Conventional Hydroelectric,NC,1950,3.0
765,Conventional Hydroelectric,NC,1952,6.4
766,Conventional Hydroelectric,NC,1954,103.2
767,Conventional Hydroelectric,NC,1955,110.8
768,Conventional Hydroelectric,NC,1960,22.0
769,Conventional Hydroelectric,NC,1962,42.0
770,Conventional Hydroelectric,NC,1963,440.0999999999999
771,Conventional Hydroelectric,NC,1967,87.5
772,Conventional Hydroelectric,NC,1981,1.0
773,Conventional Hydroelectric,NC,1982,0.5
774,Conventional Hydroelectric,NC,1985,7.4
775,Conventional Hydroelectric,NC,1988,2.4000000000000004
776,Conventional Hydroelectric,NC,1996,5.4
777,Conventional Hydroelectric,NC,1997,0.8
778,Conventional Hydroelectric,NC,2000,0.4
779,Conventional Hydroelectric,NC,2011,1.7
780,Conventional Hydroelectric,NC,2012,86.9
781,Conventional Hydroelectric,NC,2013,27.5
782,Conventional Hydroelectric,ND,1956,384.0
783,Conventional Hydroelectric,ND,1960,230.0
784,Conventional Hydroelectric,NE,1919,0.1
785,Conventional Hydroelectric,NE,1921,1.5
786,Conventional Hydroelectric,NE,1927,0.8
787,Conventional Hydroelectric,NE,1935,26.2
788,Conventional Hydroelectric,NE,1936,53.999999999999986
789,Conventional Hydroelectric,NE,1941,65.7
790,Conventional Hydroelectric,NE,1952,1.6
791,Conventional Hydroelectric,NE,1956,88.30000000000001
792,Conventional Hydroelectric,NE,1957,44.1
793,Conventional Hydroelectric,NE,1984,50.0
794,Conventional Hydroelectric,NH,1914,3.0
795,Conventional Hydroelectric,NH,1916,4.2
796,Conventional Hydroelectric,NH,1917,0.8
797,Conventional Hydroelectric,NH,1918,3.1
798,Conventional Hydroelectric,NH,1920,12.7
799,Conventional Hydroelectric,NH,1921,2.3
800,Conventional Hydroelectric,NH,1922,10.0
801,Conventional Hydroelectric,NH,1923,1.4
802,Conventional Hydroelectric,NH,1924,6.7
803,Conventional Hydroelectric,NH,1925,14.0
804,Conventional Hydroelectric,NH,1926,3.2
805,Conventional Hydroelectric,NH,1927,1.6
806,Conventional Hydroelectric,NH,1929,1.8
807,Conventional Hydroelectric,NH,1930,167.79999999999998
808,Conventional Hydroelectric,NH,1937,1.8
809,Conventional Hydroelectric,NH,1948,15.0
810,Conventional Hydroelectric,NH,1957,190.8
811,Conventional Hydroelectric,NH,1980,3.0999999999999996
812,Conventional Hydroelectric,NH,1981,8.5
813,Conventional Hydroelectric,NH,1983,10.6
814,Conventional Hydroelectric,NH,1984,5.499999999999999
815,Conventional Hydroelectric,NH,1985,13.400000000000002
816,Conventional Hydroelectric,NH,1986,17.599999999999998
817,Conventional Hydroelectric,NH,1987,4.8
818,Conventional Hydroelectric,NH,1988,2.0
819,Conventional Hydroelectric,NH,1989,1.2
820,Conventional Hydroelectric,NH,1990,5.0
821,Conventional Hydroelectric,NH,1995,1.9
822,Conventional Hydroelectric,NJ,1935,2.4
823,Conventional Hydroelectric,NJ,1985,12.299999999999999
824,Conventional Hydroelectric,NM,1927,0.2
825,Conventional Hydroelectric,NM,1940,27.900000000000002
826,Conventional Hydroelectric,NM,1988,8.0
827,Conventional Hydroelectric,NM,1989,42.599999999999994
828,Conventional Hydroelectric,NM,2011,3.0
829,Conventional Hydroelectric,NV,1904,2.6
830,Conventional Hydroelectric,NV,1911,4.199999999999999
831,Conventional Hydroelectric,NV,1914,2.0
832,Conventional Hydroelectric,NV,1936,392.4
833,Conventional Hydroelectric,NV,1937,130.0
834,Conventional Hydroelectric,NV,1938,260.0
835,Conventional Hydroelectric,NV,1944,127.0
836,Conventional Hydroelectric,NV,1961,130.0
837,Conventional Hydroelectric,NV,1989,4.0
838,Conventional Hydroelectric,NY,1902,0.4
839,Conventional Hydroelectric,NY,1903,0.4
840,Conventional Hydroelectric,NY,1907,0.4
841,Conventional Hydroelectric,NY,1908,16.0
842,Conventional Hydroelectric,NY,1909,4.0
843,Conventional Hydroelectric,NY,1910,0.6
844,Conventional Hydroelectric,NY,1911,4.0
845,Conventional Hydroelectric,NY,1912,8.0
846,Conventional Hydroelectric,NY,1913,5.0
847,Conventional Hydroelectric,NY,1914,15.200000000000001
848,Conventional Hydroelectric,NY,1915,35.1
849,Conventional Hydroelectric,NY,1916,2.0
850,Conventional Hydroelectric,NY,1917,5.1
851,Conventional Hydroelectric,NY,1918,49.599999999999994
852,Conventional Hydroelectric,NY,1919,24.900000000000002
853,Conventional Hydroelectric,NY,1920,15.8
854,Conventional Hydroelectric,NY,1921,13.4
855,Conventional Hydroelectric,NY,1922,17.3
856,Conventional Hydroelectric,NY,1923,53.900000000000006
857,Conventional Hydroelectric,NY,1924,98.09999999999998
858,Conventional Hydroelectric,NY,1925,41.0
859,Conventional Hydroelectric,NY,1926,11.3
860,Conventional Hydroelectric,NY,1927,36.099999999999994
861,Conventional Hydroelectric,NY,1928,43.8
862,Conventional Hydroelectric,NY,1929,9.0
863,Conventional Hydroelectric,NY,1930,77.0
864,Conventional Hydroelectric,NY,1931,10.0
865,Conventional Hydroelectric,NY,1932,18.0
866,Conventional Hydroelectric,NY,1939,6.8
867,Conventional Hydroelectric,NY,1940,3.0
868,Conventional Hydroelectric,NY,1942,3.0
869,Conventional Hydroelectric,NY,1943,1.2
870,Conventional Hydroelectric,NY,1944,3.4
871,Conventional Hydroelectric,NY,1948,4.0
872,Conventional Hydroelectric,NY,1949,8.7
873,Conventional Hydroelectric,NY,1950,1.5
874,Conventional Hydroelectric,NY,1952,39.0
875,Conventional Hydroelectric,NY,1953,27.0
876,Conventional Hydroelectric,NY,1954,21.0
877,Conventional Hydroelectric,NY,1955,24.5
878,Conventional Hydroelectric,NY,1956,50.0
879,Conventional Hydroelectric,NY,1957,44.9
880,Conventional Hydroelectric,NY,1958,513.7
881,Conventional Hydroelectric,NY,1959,419.0
882,Conventional Hydroelectric,NY,1960,8.5
883,Conventional Hydroelectric,NY,1961,1655.1
884,Conventional Hydroelectric,NY,1962,774.0
885,Conventional Hydroelectric,NY,1963,1.2
886,Conventional Hydroelectric,NY,1965,2.8
887,Conventional Hydroelectric,NY,1966,19.2
888,Conventional Hydroelectric,NY,1971,0.9
889,Conventional Hydroelectric,NY,1974,1.2
890,Conventional Hydroelectric,NY,1979,1.0
891,Conventional Hydroelectric,NY,1980,6.0
892,Conventional Hydroelectric,NY,1981,1.9000000000000001
893,Conventional Hydroelectric,NY,1982,5.6
894,Conventional Hydroelectric,NY,1983,27.599999999999998
895,Conventional Hydroelectric,NY,1984,28.5
896,Conventional Hydroelectric,NY,1985,33.8
897,Conventional Hydroelectric,NY,1986,71.4
898,Conventional Hydroelectric,NY,1987,67.4
899,Conventional Hydroelectric,NY,1988,18.299999999999997
900,Conventional Hydroelectric,NY,1989,2.2
901,Conventional Hydroelectric,NY,1990,21.099999999999998
902,Conventional Hydroelectric,NY,1991,29.600000000000005
903,Conventional Hydroelectric,NY,1992,3.0
904,Conventional Hydroelectric,NY,1993,3.4
905,Conventional Hydroelectric,NY,1994,14.8
906,Conventional Hydroelectric,NY,1995,44.0
907,Conventional Hydroelectric,NY,1999,32.6
908,Conventional Hydroelectric,NY,2002,1.8
909,Conventional Hydroelectric,NY,2003,6.0
910,Conventional Hydroelectric,NY,2008,1.0
911,Conventional Hydroelectric,NY,2009,8.3
912,Conventional Hydroelectric,NY,2011,4.0
913,Conventional Hydroelectric,NY,2012,6.0
914,Conventional Hydroelectric,NY,2013,3.3
915,Conventional Hydroelectric,OH,1982,93.89999999999999
916,Conventional Hydroelectric,OH,1983,23.7
917,Conventional Hydroelectric,OH,1986,0.7
918,Conventional Hydroelectric,OH,1987,0.5
919,Conventional Hydroelectric,OH,1988,5.7
920,Conventional Hydroelectric,OH,1994,2.2
921,Conventional Hydroelectric,OH,2004,1.9000000000000001
922,Conventional Hydroelectric,OK,1940,86.9
923,Conventional Hydroelectric,OK,1946,43.2
924,Conventional Hydroelectric,OK,1953,83.8
925,Conventional Hydroelectric,OK,1964,218.4
926,Conventional Hydroelectric,OK,1968,70.0
927,Conventional Hydroelectric,OK,1970,100.0
928,Conventional Hydroelectric,OK,1971,110.0
929,Conventional Hydroelectric,OK,1973,70.0
930,Conventional Hydroelectric,OK,1989,37.0
931,Conventional Hydroelectric,OR,1907,6.2
932,Conventional Hydroelectric,OR,1908,2.7
933,Conventional Hydroelectric,OR,1909,4.5
934,Conventional Hydroelectric,OR,1910,4.0
935,Conventional Hydroelectric,OR,1911,6.6
936,Conventional Hydroelectric,OR,1912,7.1
937,Conventional Hydroelectric,OR,1913,0.2
938,Conventional Hydroelectric,OR,1916,0.3
939,Conventional Hydroelectric,OR,1917,0.6
940,Conventional Hydroelectric,OR,1921,1.1
941,Conventional Hydroelectric,OR,1924,29.7
942,Conventional Hydroelectric,OR,1927,3.9
943,Conventional Hydroelectric,OR,1928,32.0
944,Conventional Hydroelectric,OR,1930,8.4
945,Conventional Hydroelectric,OR,1931,25.5
946,Conventional Hydroelectric,OR,1932,7.2
947,Conventional Hydroelectric,OR,1938,107.0
948,Conventional Hydroelectric,OR,1941,186.3
949,Conventional Hydroelectric,OR,1942,62.1
950,Conventional Hydroelectric,OR,1943,186.3
951,Conventional Hydroelectric,OR,1944,63.1
952,Conventional Hydroelectric,OR,1949,22.2
953,Conventional Hydroelectric,OR,1950,35.9
954,Conventional Hydroelectric,OR,1951,18.0
955,Conventional Hydroelectric,OR,1952,41.40000000000002
956,Conventional Hydroelectric,OR,1953,211.0
957,Conventional Hydroelectric,OR,1954,298.0
958,Conventional Hydroelectric,OR,1955,447.0
959,Conventional Hydroelectric,OR,1956,248.5
960,Conventional Hydroelectric,OR,1957,382.3
961,Conventional Hydroelectric,OR,1958,547.2
962,Conventional Hydroelectric,OR,1959,312.0
963,Conventional Hydroelectric,OR,1960,329.2
964,Conventional Hydroelectric,OR,1961,190.0
965,Conventional Hydroelectric,OR,1962,30.0
966,Conventional Hydroelectric,OR,1963,114.30000000000001
967,Conventional Hydroelectric,OR,1964,398.5
968,Conventional Hydroelectric,OR,1967,471.5
969,Conventional Hydroelectric,OR,1968,560.0
970,Conventional Hydroelectric,OR,1969,810.0
971,Conventional Hydroelectric,OR,1970,405.0
972,Conventional Hydroelectric,OR,1971,405.0
973,Conventional Hydroelectric,OR,1973,688.0
974,Conventional Hydroelectric,OR,1977,49.0
975,Conventional Hydroelectric,OR,1981,212.6
976,Conventional Hydroelectric,OR,1982,400.70000000000005
977,Conventional Hydroelectric,OR,1984,4.1
978,Conventional Hydroelectric,OR,1985,14.0
979,Conventional Hydroelectric,OR,1986,4.3
980,Conventional Hydroelectric,OR,1987,3.4000000000000004
981,Conventional Hydroelectric,OR,1989,8.4
982,Conventional Hydroelectric,OR,1991,6.5
983,Conventional Hydroelectric,OR,1993,7.0
984,Conventional Hydroelectric,OR,1994,12.0
985,Conventional Hydroelectric,OR,2010,5.0
986,Conventional Hydroelectric,OR,2012,1.1
987,Conventional Hydroelectric,OR,2014,7.5
988,Conventional Hydroelectric,OR,2015,5.6
989,Conventional Hydroelectric,OR,2018,1.2
990,Conventional Hydroelectric,PA,1905,19.6
991,Conventional Hydroelectric,PA,1910,10.4
992,Conventional Hydroelectric,PA,1911,55.099999999999994
993,Conventional Hydroelectric,PA,1913,10.4
994,Conventional Hydroelectric,PA,1914,24.6
995,Conventional Hydroelectric,PA,1924,32.0
996,Conventional Hydroelectric,PA,1926,78.39999999999999
997,Conventional Hydroelectric,PA,1928,10.0
998,Conventional Hydroelectric,PA,1929,12.8
999,Conventional Hydroelectric,PA,1931,68.0
1000,Conventional Hydroelectric,PA,1932,64.0
1001,Conventional Hydroelectric,PA,1933,32.0
1002,Conventional Hydroelectric,PA,1934,33.0
1003,Conventional Hydroelectric,PA,1940,33.0
1004,Conventional Hydroelectric,PA,1982,1.2000000000000002
1005,Conventional Hydroelectric,PA,1985,115.30000000000001
1006,Conventional Hydroelectric,PA,1986,75.0
1007,Conventional Hydroelectric,PA,1987,5.2
1008,Conventional Hydroelectric,PA,1988,40.1
1009,Conventional Hydroelectric,PA,1989,27.2
1010,Conventional Hydroelectric,PA,1990,31.4
1011,Conventional Hydroelectric,PA,2011,2.8
1012,Conventional Hydroelectric,PA,2013,138.0
1013,Conventional Hydroelectric,RI,1981,2.8
1014,Conventional Hydroelectric,SC,1905,4.4
1015,Conventional Hydroelectric,SC,1907,12.0
1016,Conventional Hydroelectric,SC,1908,4.199999999999999
1017,Conventional Hydroelectric,SC,1910,12.0
1018,Conventional Hydroelectric,SC,1914,12.5
1019,Conventional Hydroelectric,SC,1916,42.300000000000004
1020,Conventional Hydroelectric,SC,1919,76.7
1021,Conventional Hydroelectric,SC,1921,20.5
1022,Conventional Hydroelectric,SC,1923,45.0
1023,Conventional Hydroelectric,SC,1925,60.0
1024,Conventional Hydroelectric,SC,1926,46.0
1025,Conventional Hydroelectric,SC,1927,4.1
1026,Conventional Hydroelectric,SC,1928,1.6
1027,Conventional Hydroelectric,SC,1929,4.800000000000001
1028,Conventional Hydroelectric,SC,1930,139.8
1029,Conventional Hydroelectric,SC,1939,3.0
1030,Conventional Hydroelectric,SC,1940,15.0
1031,Conventional Hydroelectric,SC,1941,2.6
1032,Conventional Hydroelectric,SC,1942,145.2
1033,Conventional Hydroelectric,SC,1950,2.0
1034,Conventional Hydroelectric,SC,1953,209.39999999999998
1035,Conventional Hydroelectric,SC,1954,155.10000000000002
1036,Conventional Hydroelectric,SC,1971,225.10000000000002
1037,Conventional Hydroelectric,SC,1985,88.8
1038,Conventional Hydroelectric,SC,1986,3.2
1039,Conventional Hydroelectric,SC,1987,0.7
1040,Conventional Hydroelectric,SC,1989,6.3
1041,Conventional Hydroelectric,SC,1996,7.799999999999999
1042,Conventional Hydroelectric,SC,2013,1.1
1043,Conventional Hydroelectric,SD,1912,4.0
1044,Conventional Hydroelectric,SD,1954,160.0
1045,Conventional Hydroelectric,SD,1955,120.0
1046,Conventional Hydroelectric,SD,1956,40.0
1047,Conventional Hydroelectric,SD,1962,448.0
1048,Conventional Hydroelectric,SD,1963,336.0
1049,Conventional Hydroelectric,SD,1964,134.4
1050,Conventional Hydroelectric,SD,1965,242.7
1051,Conventional Hydroelectric,SD,1966,117.0
